Source ID,Date,Time (UTC),Affiliation,SNAP deduced,SNAP certain,NFR code,Latitude,Longitude,Wind dir.,Wind (m/s),Met. Location,Source type,Sampling method,Location,City,Region,Country,Continent,Campaign,Sample Receptacle,Field comment,Measurement type,Measurement lab,n d13C,Source d13C VPDB [‰],+-,r2 d13C,x(CH4) excess d13C [ppb],+-,n dD,Source dD SMOW [‰],+-,r2 dD,x(CH4) excess dD [ppb],+-,Regression method
ESR8_297,17/10/2019,nan,UHEI,Fossil fuel,Fossil fuel,1B2,44.47415000,23.65613000,nan,nan,nan,Gas well,"Mobile aircore, car","ROM3943, C2_02",Brădești,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,3,-57.44,0.0619,0.9994204,10779.18194,6.13,3,-146.9,0.783945516,0.996640742,10668.98322,324.52,ODR
ESR8_147,21/03/2019,nan,UU/AGH,Mixed,Unknown,nan,50.06719200,19.91218800,nan,nan,nan,Sewage network,"Inside manhole, on foot",AGH,Krakow,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,3,-33.25,0.0273,0.999993057,17000.14,34.1,3,-146.1,0.675200157,0.981302597,17950.50802,31.03583473,ODR
ESR8_274,12/10/2019,nan,UHEI,Fossil fuel,Fossil fuel,1B2,44.45519396,24.64771318,nan,nan,nan,Gas well,"Mobile aircore, car","ROM1358, C5a_08",Potcoava,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,3,-31.36,0.1903,0.990978515,3284.718075,11.32,3,-145.7,0.584932883,0.996326616,3276.793649,9.52,ODR
ESR8_168,28/05/2019,nan,LSCE,Fossil fuel,Fossil fuel,1B2,48.95348000,1.64178600,nan,nan,nan,Gas compressor station,"Mobile inlet, car",GRTgaz,Fontenay-Mauvoisin,Île-de-France,France,Europe,ESR5,Supelco Flexfoil bags,nan,IRMS,UU,3,-44.75,0.7517,0.613494407,215.04,6.62,3,-143.0,17.01875598,0.727091548,213,58.32,ODR
ESR8_29,29/05/2018,nan,UU/AGH,Fossil fuel,Fossil fuel,1B1a,49.98664400,19.16082500,E,nan,nan,Active coal mine,"Mobile inlet, car",Brzeszcze IV,Brzeszcze,Silesia,Poland,Europe,CoMet,Supelco Flexfoil bags,nan,IRMS,UU,4,-46.89,0.0294,0.878756937,6964.14,31.82,4,-142.2,1.278840704,0.978754036,6376.33,132.47,ODR
ESR8_46,28/06/2018,nan,UU/RHUL/LSCE,Fossil fuel,Fossil fuel,1B2,51.38030000,0.26480000,nan,nan,nan,Gas compressor station,"Mobile inlet, car","GVC, School Ln",Dartford,South East England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,Supelco/SKC Flexfoil bags,nan,IRMS,UU,4,-37.47,0.0642,0.986737244,795.48,38.5,4,-138.9,2.718750932,0.995644913,1093.45,19.34,ODR
ESR8_239,06/10/2019,nan,UHEI,Fossil fuel,Fossil fuel,1B2,44.40602000,24.76913000,nan,nan,nan,Oil park,"Mobile aircore, car","ROM4738, C5a_03",Bădești,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,4,-22.19,0.0432,0.932113297,6645.902762,15.23,4,-138.7,0.204624871,0.809878249,6863.4157,27.69,ODR
ESR8_293,16/10/2019,nan,UHEI,Fossil fuel,Fossil fuel,1B2,44.46651000,23.66138000,nan,nan,nan,Oil well,"Mobile aircore, car","ROM168, C2_02",Coțofenii din Față,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,3,-25.44,0.0223,0.584912438,158576.1,7.8,3,-138.3,0.228642764,0.882000165,165349.85,2.79,ODR
ESR8_125,01/03/2019,nan,LSCE/RHUL/UHEI,Fossil fuel,Unknown,1B2,48.86532000,2.28397000,nan,nan,nan,City streets,"Mobile inlet, car",Rue de Longchamp,Paris,Île-de-France,France,Europe,Secondment ESR1 ESR9 @LSCE,SKC Flexfoil bags,nan,IRMS,UU,3,-41.50,0.6692,0.913850512,291.542794,10.28319885,3,-137.4,8.213270988,0.673763937,309.427176,14.06466089,ODR
ESR8_126,01/03/2019,nan,LSCE/RHUL/UHEI,Fossil fuel,Unknown,1B2,48.86579800,2.28916100,nan,nan,nan,City streets,"Mobile inlet, car",Avenue Kléber,Paris,Île-de-France,France,Europe,Secondment ESR1 ESR9 @LSCE,SKC Flexfoil bags,nan,IRMS,UU,3,-39.13,0.1240,0.988340539,548.86,7.57,3,-135.1,8.292014621,0.813164389,557.763118,12.85977136,ODR
ESR8_40,27/06/2018,nan,UU/RHUL/LSCE,Fossil fuel,Fossil fuel,1B2,51.40670000,-0.44650000,nan,nan,nan,Rural area,"Mobile inlet, car","Shepperton Community Recycling Centre, Charlton road",Shepperton,South East England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,Supelco/SKC Flexfoil bags,nan,IRMS,UU,3,-36.97,1.1166,0.996463529,451.73,49.65,nan,-134.9,5.177643519,0.993370539,563.67,6.52,ODR
ESR8_248,07/10/2019,nan,UU,Fossil fuel,Unknown,1B2,44.37105060,25.16524011,E,nan,nan,Oil and gas facilities,"Mobile aircore, aircraft, raster flights",C5a,Tătărăștii de Jos,Wallachia,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,5,-35.52,1.0952,0.80406374,116.179786,2.9322,5,-132.5,32.43077398,0.338238463,105.785125,12.2163,ODR
ESR8_96,05/12/2018,12:44:00,UU,Fossil fuel,Unknown,1B2,50.85533800,6.06546100,nan,nan,nan,City streets,"Mobile inlet, car",Vroenstraat,Kerkrade,Limburg,The Netherlands,Europe,ESR10,Supelco Flexfoil bags,nan,IRMS,UU,4,-32.22,0.0895,0.997824873,2035.97,7.3,4,-131.8,3.099643531,0.98260751,2190.57,19.81,ODR
ESR8_272,11/10/2019,nan,UU,Fossil fuel,Fossil fuel,1B2,44.80099347,26.87308298,NW,nan,nan,Oil park,"Mobile aircore, aircraft, spiral flight","C8_01, ROM5482",Urziceni,Wallachia,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,3,-57.02,0.4820,0.998144066,303.207439,3.1226,3,-131.1,16.62298363,0.792864165,285.30123,3.8155,ODR
ESR8_34,22/06/2018,nan,UU/RHUL/LSCE,Fossil fuel,Fossil fuel,1B2,51.43500000,-0.53160000,WNW,nan,nan,City streets,"Mobile inlet, car",The Causeway,Egham,South East England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-37.71,0.7332,1,253.14,13.95,2,-131.0,4.361896553,1,373.96,9.53,ODR
ESR8_89,09/11/2018,nan,UU,Pyrogenic,Unknown,1A3,53.54179800,9.91760500,SE,nan,nan,City streets,"Mobile inlet, car",Elbe tunnel,Hamburg,Hamburg,Germany,Europe,CCAC,Supelco Flexfoil bags,nan,IRMS,UU,3,-18.41,0.4736,0.993250951,404.71,5.16,3,-128.5,5.916440918,0.793488851,455.68,21.35,ODR
ESR8_35,22/06/2018,nan,UU/RHUL/LSCE,Fossil fuel,Fossil fuel,1B2,51.45196700,-0.69499500,NW,nan,nan,Gas compressor station,"Mobile inlet, car",Winkfield,Windsor,South East England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-38.95,0.2124,1,570.56,12.61,2,-128.2,3.175236406,1,834.23,13.25,ODR
ESR8_245,06/10/2019,nan,UU,Fossil fuel,Unknown,1B2,44.90001515,25.70700772,nan,nan,nan,Wide area,"Mobile aircore, aircraft",C6_03,Târgoviște,Wallachia,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,2,-46.20,0.6108,1,332.766549,6.8893,2,-127.3,21.81303149,1,315.519327,20.1645,ODR
ESR9_44,01/03/2019,11:42,RHUL/UU,Fossil fuel,Fossil fuel,1B,48.87086700,2.28918100,S,5.8,iPhone,Natural Gas - leak,"On pavement near building vent, on foot",Rue Paul Valéry,Paris,Île-de-France,France,Europe,Secondment ESR9 @LSCE,SKC Flexfoil bags,"flucuations up to 46 ppm, seems to be coming out of vent of building",IRMS,RHUL,2,-45.17,1.9310,1,2353.46,9.87,2,-119.0,22.2,1,2893.813118,19.2,BSCE Bisector
ESR9_203,18/10/2019,nan,RHUL/UU,Fossil fuel,Fossil fuel,1B2,44.39638100,26.17223400,nan,nan,nan,Urban streets,"Mobile inlet, car",Splaiul Unrii,Bucharest,Bucharest,Romania,Europe,ROMEO-City,SKC Flexfoil bags,nan,IRMS,UU,2,-50.32,0.0008,1,537.337293,0.006403386,2,-117.8,13.59,1,237.87,0.58999,BSCE Bisector
ESR8_99,05/12/2018,14:52:00,UU,Fossil fuel,Fossil fuel,1B2,50.89070100,6.07213400,nan,nan,nan,Material disposal,"Mobile inlet, on foot",Wolfsweg,Kerkrade,Limburg,The Netherlands,Europe,ESR10,Supelco Flexfoil bags,nan,IRMS,UU,3,-30.66,0.2488,0.998391969,625.21,5.82,3,-114.3,9.802578544,0.687792341,713.26,6.06,ODR
ESR9_38,01/03/2019,11:52,RHUL/UU,Waste,Waste,5A,49.02469500,2.41267250,NW,4.225,iPhone,Landfill,"Urban Road, mobile inlet",Unnamed Road to Déchèterie ,Le Plessis-Gassot,Île-de-France,France,Europe,Secondment ESR9 @LSCE,SKC Flexfoil bags,Parking area of the entrance of the delivery drop offs,IRMS,RHUL,5,-57.75,0.0756,0.974239559,649.1979069,0.000748215,2,-112.6,4.886,0.96162999,638.42,13.18,BSCE Bisector
ESR8_98,05/12/2018,13:56,UU,Fossil fuel,Unknown,1B2,50.86166700,6.06917300,nan,nan,nan,City streets,"Mobile inlet, car",Kruisstraat,Kerkrade,Limburg,The Netherlands,Europe,ESR10,Supelco Flexfoil bags,nan,IRMS,UU,4,-26.09,0.1279,0.996708489,1160.6,5.74,4,-110.4,6.336321386,0.76937513,1285.31,10.44,ODR
ESR8_86,08/11/2018,nan,UU,Fossil fuel,Unknown,1B2,53.61476300,9.89218100,W,nan,nan,City streets,"Mobile inlet, car",Halstenbekerweg,Hamburg,Hamburg,Germany,Europe,CCAC,Supelco Flexfoil bags,nan,IRMS,UU,4,-38.89,0.8161,0.948545911,182.67,20.71,4,-105.3,6.625006792,0.328218906,211.1,17.58,ODR
ESR9_43,01/03/2019,11:11,RHUL/UU,Fossil fuel,Fossil fuel,1B,48.86593200,2.28283500,S,5.8,iPhone,Natural Gas - leak,"Urban pavement, on foot",Rue des Belles Feuilles,Paris,Île-de-France,France,Europe,Secondment ESR9 @LSCE,SKC Flexfoil bags,nan,IRMS,RHUL,2,-46.52,9.9764,1,665.9670182,8.722096919,2,-99.1,8.169,1,599.8331179,12.77,BSCE Bisector
ESR8_70,19/10/2018,nan,UU,Fossil fuel,Unknown,1B2,53.40675000,10.13535000,W,nan,nan,City streets,"Mobile inlet, car",Steller Chaussee,Hamburg,Hamburg,Germany,Europe,CCAC,Supelco Flexfoil bags,nan,IRMS,UU,2,-56.96,2.8195,1,45.43,13.82,2,-96.7,28.37591032,1,396.46,257.88,ODR
ESR9_42,01/03/2019,10:37,RHUL/UU,Fossil fuel,Fossil fuel,1B,48.86579800,2.28916100,S,5.8,iPhone,Natural Gas - leak,"Urban pavement, on foot",Avenue Kléber,Paris,Île-de-France,France,Europe,Secondment ESR9 @LSCE,SKC Flexfoil bags,nan,IRMS,RHUL,2,-46.91,0.7072,1,548.86,0.89,2,-94.2,4.646,1,557.7631179,8.09,BSCE Bisector
ESR9_45,01/03/2019,12:09,RHUL/UU,Fossil fuel,Fossil fuel,1B,48.86532000,2.28397000,S,5.8,iPhone,Natural Gas - leak,"On pavement near building vent, on foot",Rue de Longchamp,Paris,Île-de-France,France,Europe,Secondment ESR9 @LSCE,SKC Flexfoil bags,nan,IRMS,RHUL,2,-47.50,0.2958,1,291.5427937,3.603198847,2,-92.5,3.509,1,309.427176,9.294889526,BSCE Bisector
ESR9_37,28/02/2019,15:43,RHUL/UU,Fossil Fuel,Fossil fuel,1B,48.95464400,1.63909100,WSW,6.433333333,iPhone,Natural Gas - leak,"Rural road, Mobile inlet",GRT_NE road,Fontenay-Mauvoisin,Île-de-France,France,Europe,Secondment ESR9 @LSCE,SKC Flexfoil bags,"Ouside of natural gas distribution station,",IRMS,RHUL,5,-47.34,0.0783,0.678266337,133.2576997,0.000607432,5,-90.2,2.203,0.667837869,202.73,2.58,BSCE Bisector
ESR8_130,02/03/2019,nan,LSCE/RHUL/UHEI,Ambient,Ambient,,49.71097000,0.20594000,nan,nan,nan,Ocean background,"Mobile inlet, car",Chapelle Notre-Dame-de-la-Garde,Etretat,Normandie,France,Europe,Secondment ESR1 ESR9 @LSCE,SKC Flexfoil bags,"Not a Keeling plot intercept, just background",IRMS,UU,1,-47.92,0.0993,nan,nan,nan,1,-89.8,0.9,nan,nan,nan,ODR
ESR8_131,07/03/2019,nan,LSCE/RHUL/UHEI,Fossil fuel,Unknown,1B2,48.88621000,2.39275000,nan,nan,nan,City streets,"Mobile inlet, car",Rue Petit,Paris,Île-de-France,France,Europe,Secondment ESR1 ESR9 @LSCE,SKC Flexfoil bags,nan,IRMS,UU,2,-35.06,0.9944,1,255.16,14.5,2,-88.7,13.03398468,1,240.71,9.11,ODR
ESR8_101,05/12/2018,15:37:00,UU,Fossil fuel,Unknown,1B2,50.91099389,6.05201195,nan,nan,nan,City streets,"Mobile inlet, car",Karel Doormanstraat,Landgraaf,Limburg,The Netherlands,Europe,ESR10,Supelco Flexfoil bags,nan,IRMS,UU,2,-36.93,0.8947,1,159.16,9.98,2,-86.3,42.38374227,1,166.49,7.74,ODR
ESR9_46,07/03/2019,13:59,RHUL,Unknown,Unknown,nan,48.88621000,2.39275000,WSW,9.8,iPhone,"unknown, urban","Urban road, mobile inlet",Rue Petite,Paris,Île-de-France,France,Europe,Secondment ESR9 @LSCE,SKC Flexfoil bags,nan,IRMS,RHUL,3,-46.58,0.4929,0.927433473,240.71,0.1161,2,-85.8,0.118,1,255.16,11.24,BSCE Bisector
ESR8_58,18/07/2018,nan,UU,Oceans,Oceans,nan,53.68903600,3.31784400,nan,nan,nan,Navigating in the sea,"Mobile inlet, ship",nan,North Sea,,The Netherlands,Europe,Nogepa,Supelco Flexfoil bags,"Not a Keeling plot intercept, just background",IRMS,UU,6,-47.76,0.0607,nan,16.72,8.05,6,-85.5,1.64846292,nan,16.5,11.26,ODR
ESR8_102,05/12/2018,15:22:00,UU,Fossil fuel,Unknown,1B2,50.91187840,6.05315240,nan,nan,nan,City streets,"Mobile inlet, car",Kerkstraat,Landgraaf,Limburg,The Netherlands,Europe,ESR10,Supelco Flexfoil bags,nan,IRMS,UU,2,-34.60,1.5222,1,107.98,6.45,2,-80.7,76.54222339,1,124.59,9.25,ODR
ESR8_180,07/06/2019,nan,AGH,Fossil fuel,Fossil fuel,1B1a,50.23780000,18.67821800,nan,nan,nan,Coal mine shaft,"Mobile inlet, car",Knurow V,Gliwice,Silesia,Poland,Europe,ESR3,Supelco Flexfoil bags,nan,IRMS,UU,3,-46.92,0.3521,0.752792662,327.62,2.29,3,-61.2,8.58498118,1,177.82,1.28,ODR
ESR8_228,05/10/2019,nan,RUG,Fossil fuel,Fossil fuel,1B2,44.74930000,26.68590000,nan,nan,nan,Oil well,"Mobile aircore, drone","ROM 3064, C8_04",Urziceni,Wallachia,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,2,-42.37,4.7135,1,50.2,15.31,2,-58.5,19.80011108,1,45.05,5.46,ODR
ESR8_97,05/12/2018,13:17:00,UU,Fossil fuel,Unknown,1B2,50.86105300,6.07664300,nan,nan,nan,City streets,"Mobile inlet, car",Holzstraat,Kerkrade,Limburg,The Netherlands,Europe,ESR10,Supelco Flexfoil bags,nan,IRMS,UU,4,-31.88,0.6827,0.899050029,126.85,4.24,4,-56.4,24.58065103,0.605712644,143.12,11.24,ODR
ESR9_125,20/02/2019,10:15,RHUL,Agriculture,Agriculture,3B,51.35669630,0.13830250,SW,6.26,EGLC,Farm-Horse-Poop,"Urban road, mobile inlet","North Bromely, Farm Horse Maure",Bromely,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,"Farm, horse poop, strong odor",IRMS,RHUL,2,-49.46,0.0021,1,979,0,,,,,,,BSCE Bisector
ESR7_2,15/06/2018,10:26:30,RHUL,Agriculture,Agriculture,3B,52.22167,0.0284,W,2.7,nan,Manure,"Around cow barn, on foot",Cambridge University Cow Barn,Cambridge,East of England,United Kingdom,Europe,CAM,SKC Flexfoil bags,nan,IRMS,RHUL,7,-57.95,1.2,0.8396,5277.5495,0.001044,,,,,,,BSCE Bisector
ESR7_1,15/06/2018,09:44:50,RHUL,Agriculture,Agriculture,3B1A,52.2214,0.02801,W,1.8,nan,Cow Barn,"Around cow barn, on foot",Cambridge University Cow Barn,Cambridge,East of England,United Kingdom,Europe,CAM,SKC Flexfoil bags,nan,IRMS,RHUL,12,-58.13,0.29,0.9718,46888.6914,0.000382,,,,,,,BSCE Bisector
ESR7_49,14/03/2019,15:23:29,RHUL,Agriculture,Agriculture,3B,51.824372,-0.974449,WNW,9.3,nan,Cow Farm,"Mobile inlet, car","G Curtis and Sons, East Farm Ashendon",Aylesbury,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,2,-58.22,0.0054,1,272.54051,0.00041,,,,,,,BSCE Bisector
ESR9_14,15/06/2018,16:40,RHUL,Agriculture,Agriculture,3A,50.90100000,-0.17660000,SW,6.71,EGKK,Farm - Cattle,"Off Dale Hill London Road, Mobile inlet",Road 823,Brighton,South East England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,Motorway ,IRMS,RHUL,2,-59.70,0.0206,1,21,0,,,,,,,BSCE Bisector
ESR9_150,06/12/2019,10:39,RHUL,Agriculture,Agriculture,3B,53.31870020,-0.05496020,N,5.8,EGNJ,Farm Manuar ,"Mobile inlet, car",New Lane & Horncastle Road,Tathwell,Lincolnshire England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-60.70,0.0001,1,8255.916878,0.00197589,,,,,,,BSCE Bisector
ESR7_20,19/10/2018,12:42:31,RHUL/RUG,Agriculture,Agriculture,3B1A,53.28431,6.29719,SE,nan,nan,Cow Barn,"Mobile, UAV Aircore",Mts. Kooiker - Janssen Cow Farm,Grijpskerk ,Grijpskerk ,The Netherlands,Europe,RUG Secondment,SKC Flexfoil bags,nan,IRMS,RHUL,4,-62.4,0.35,0.341,128.39902,3.11390866,,,,,,,BSCE Bisector
ESR9_4,09/02/2018,11:19,RHUL,Agriculture,Agriculture,3B,52.73393933,4.72352083,S,1.679721989,iPhone,Farm-Barn,"Mobile inlet, car",Biogas Farm Barn - DeSchaapsweide,Eenigenburg,North Holland,The Netherlands,Europe,MEMO2 2018 winter school,SKC Flexfoil bags,"Sheeps in barn,smelly",IRMS,RHUL,3,-62.83,0.0083,0.9998,303.010052,0.271814,,,,,,,BSCE Bisector
ESR7_50,14/03/2019,15:29:56,RHUL,Agriculture,Agriculture,3B,51.827457,-0.988972,WNW,9.3,nan,Cow Farm,"Mobile inlet, car",Berryfield Farm,Aylesbury,England,United Kingdom,Europe,Biogas Plant Survey,SKC Flexfoil bags,nan,IRMS,RHUL,2,-64.87,0.00034,1,1422.46464,0.00048,,,,,,,BSCE Bisector
ESR8_15,03/05/2018,nan,RUG,Agriculture,Agriculture,3B,53.26432600,6.33089800,nan,nan,nan,Cow farm,"Mobile aircore, drone",nan,Grijpskerk,Groningen,The Netherlands,Europe,ESR2,Supelco Flexfoil bags,nan,IRMS,UU,3,-65.38,2.4870,0.99942007,105.5731,7.78143981,,,,,,,ODR
ESR9_1,09/02/2018,09:31,RHUL,Agriculture,Agriculture,3B,52.75885742,4.66486450,SSW,1.215035082,iPhone,Farm,"Mobile inlet, car",Lefjeshoeve Farm,Petten,North Holland,The Netherlands,Europe,MEMO2 2018 winter school,SKC Flexfoil bags,nan,IRMS,RHUL,5,-67.36,0.0938,0.9804,337.319594,3.382776,,,,,,,BSCE Bisector
ESR7_54,19/03/2019,17:37:00,RHUL,Agriculture,Agriculture,3B,52.39237,-1.91036,WSW,nan,nan,Farm,"Mobile inlet, car",Gay Hill Farm,Birmingham,England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-69.3,3.3,0.7754,876.62148,0.0014,,,,,,,BSCE Bisector
ESR7_21,19/10/2018,15:30:10,RHUL/RUG,Agriculture,Agriculture,3B1A,53.28371,6.29858,SE-E,nan,nan,Cow Barn,"Inside of cow barn, on foot",Mts. Kooiker - Janssen Cow Farm,Grijpskerk ,Grijpskerk ,The Netherlands,Europe,RUG Secondment,SKC Flexfoil bags,nan,IRMS,RHUL,2,-70,0.0047,1,34399,0.03689,,,,,,,BSCE Bisector
RHUL_FY_,4,Mixed,RHUL,Agriculture livestock - dairy cattle - enteric,Agriculture,3A1,53.79226,-2.95631,nan,nan,nan,Dairy Cows,"Mobile inlet, car",Moss House Farm - Cows over gate ,Great Plumpton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,3,-68.09,0.32,1.00,2808,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_FY_,2,Mixed,RHUL,Agriculture livestock - dairy cattle - enteric,Agriculture,3A1,53.79320,-2.94404,nan,nan,nan,Dairy Cows,"Mobile inlet, car","Cows in field, huddled together behind gate - downwind plume",Great Plumpton,Lancashire,United Kingdom,Europe,RHUL_FYX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,2,-68.16,NA,1.00,14237,0.00163,,,,,,,Excel (Miller-Tans)
RHUL_KM_,5,Mixed,RHUL,Agriculture livestock - dairy cattle - enteric,Agriculture,3A1,54.23200,-0.78700,nan,nan,nan,Dairy Cow Barn,"Mobile inlet, car",Leas farm barn - cows,Pickering,North Yorkshire,United Kingdom,Europe,RHUL_KMX,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,8,-68.20,1.27,1.00,3902,0.00163,,,,,,,Excel (Miller-Tans)
ESR9_104,29/11/2018,11:00,RHUL,Fossil fuel,Fossil fuel,1B,51.46978600,-0.26262800,SW,11.18,EGLL,Natural Gas - leak,"Urban road, mobile inlet",Mort High Street,Richmond Kingston,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-30.67,0.0185,1,148,0,,,,,,,BSCE Bisector
ESR9_9,12/02/2018,10:21,RHUL,Fossil fuel,Fossil fuel,1B,52.65583668,4.74460767,WNW,1.76903048,iPhone,Natural Gas - leak,"Mobile inlet, car",Alkmaar NW gas plant,Alkmaar,North Holland,The Netherlands,Europe,MEMO2 2018 winter school,SKC Flexfoil bags,"sunny, no ethane rise",IRMS,RHUL,5,-31.52,0.0230,0.9984,299.470657,0.304379,,,,,,,BSCE Bisector
RHUL_SWC_2,23/11/2017,15:00-15:10,RHUL,Fossil Fuel,Fossil fuel,1B1a1iii,51.74409,-3.63865,W,6.7,Swansea,Closed deep coal mine,"Mobile inlet, car","Urban road, downwind plume",Aberpwgwm,South Wales,United Kingdom,Europe,RHUL SWC,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,2,-32.4,,1,1946,0.00163,,,,,,,Excel
ESR9_27,08/11/2018,nan,RHUL/UU,Fossil fuel,Fossil fuel,1B,53.58250600,10.01691500,SW,nan,nan,Natural Gas - leak,nan,Geibelstrasse,Hamburg,Hamburg,Germany,Europe,Hamburg,SKC Flexfoil bags,"UU collection, RHUL measurements",IRMS,RHUL,2,-32.81,0.0000,1,168.0791923,0.831934613,,,,,,,BSCE Bisector
RHUL_FY10_1,16/01/2019,12:05-12:21,RHUL,Fossil Fuel,Fossil fuel,1B2b4,54.10250,-3.17083,SW,9.2,Barrow-in-Furness,Morecambe Bay Gas Terminal,"Mobile inlet, car","Rural road, downwind plume",Rampside,NW England,United Kingdom,Europe,RHUL_NGT,SKC Flexfoil bags,Downwind Plume,IRMS,RHUL,5,-32.9,0.22,0.99,4242,0.00163,,,,,,,BSCE Bisector
ESR9_148,25/10/2019,14:01,RHUL,Fossil fuel,Fossil fuel,1B,51.56252000,-0.18994300,SSW,6.3,EGLC,Natural Gas - leak,"Urban road, mobile inlet",Platts & West Heath,Camden Islington,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-34.65,0.0002,1,1658.790473,1.161175836,,,,,,,BSCE Bisector
ESR9_137,07/08/2019,15:16,RHUL,Fossil fuel,Fossil fuel,1B,51.51082210,-0.12841580,WSW,7.2,EGLC,Natural Gas - leak,"Urban road, mobile inlet",Charing Cross,CongestionZone,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-34.71,0.0062,1,153.6762778,0.352086443,,,,,,,BSCE Bisector
ESR9_151,06/12/2019,11:46,RHUL,Fossil fuel,Fossil fuel,1B2,53.36194400,0.23100000,N,5.4,EGNJ,Natural Gas - leak,"Mobile inlet, car",Theddlethorpe Gas Terminal,Marblethorpe,Lincolnshire England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,3,-34.84,0.0139,0.9924,219.251007,0.000426381,,,,,,,BSCE Bisector
ESR9_94,21/11/2018,15:37,RHUL,Fossil fuel,Fossil fuel,1B,51.56969520,0.14369130,SE,nan,nan,Natural Gas - leak,"Urban road, mobile inlet",High Street,Havering,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-34.91,0.0882,1,73,0,,,,,,,BSCE Bisector
ESR9_141,22/10/2019,13:20,RHUL,Fossil fuel,Fossil fuel,1B,51.51141276,-0.06103720,W,3.6,EGLC,Natural Gas - leak,"Urban road, mobile inlet",Cornwall Cannon,Hackney TowerHamlets,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-35.14,0.0005,1,549.4410195,0.980107026,,,,,,,BSCE Bisector
ESR7_6,25/09/2018,13:14:20,RHUL/RUG,Fossil fuel,Fossil fuel,1B2,53.08487,6.93845,WSW-SW,1.9,nan,Gas production,"Mobile inlet, car",Akzo Nobel,Veendam,Veendam,The Netherlands,Europe,RUG Secondment,SKC Flexfoil bags,nan,IRMS,RHUL,2,-35.27,0.019,1,138.67396,0.00019,,,,,,,BSCE Bisector
ESR9_146,23/10/2019,14:13,RHUL,Fossil fuel,Fossil fuel,1B,51.52355480,0.07972430,E,18,EGLC,Natural Gas - leak,"Urban road, mobile inlet",Jenkins Lane,Newham,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-35.36,0.0000,1,3261.209013,1.354841273,,,,,,,BSCE Bisector
ESR9_138,07/08/2019,15:19,RHUL,Fossil fuel,Fossil fuel,1B,51.51164480,-0.12839200,WSW,7.2,EGLC,Natural Gas - leak,"Urban road, mobile inlet",Leister Square,CongestionZone,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-35.49,0.0005,1,1033.848278,0.474883773,,,,,,,BSCE Bisector
ESR9_136,07/08/2019,15:12,RHUL,Fossil fuel,Fossil fuel,1B,51.50759660,-0.12863840,WSW,7.2,EGLC,Natural Gas - leak,"Urban road, mobile inlet",A4 - Trafalgar Square,CongestionZone,London England,United Kingdom,Europe,RHUL UNC,SKC Flexfoil bags,nan,IRMS,RHUL,2,-35.66,0.4935,1,52.23224261,0.578873683,,,,,,,BSCE Bisector
